ST,State,County State,County,CoC Number,FIPS ID
SD,South Dakota,"Campbell County, South Dakota",Campbell,SD-500,46021
SD,South Dakota,"Charles Mix County, South Dakota",Charles Mix,SD-500,46023
SD,South Dakota,"Clark County, South Dakota",Clark,SD-500,46025
SD,South Dakota,"Clay County, South Dakota",Clay,SD-500,46027
SD,South Dakota,"Codington County, South Dakota",Codington,SD-500,46029
SD,South Dakota,"Corson County, South Dakota",Corson,SD-500,46031
SD,South Dakota,"Custer County, South Dakota",Custer,SD-500,46033
SD,South Dakota,"Davison County, South Dakota",Davison,SD-500,46035
SD,South Dakota,"Day County, South Dakota",Day,SD-500,46037
SD,South Dakota,"Deuel County, South Dakota",Deuel,SD-500,46039
SD,South Dakota,"Dewey County, South Dakota",Dewey,SD-500,46041
SD,South Dakota,"Douglas County, South Dakota",Douglas,SD-500,46043
SD,South Dakota,"Edmunds County, South Dakota",Edmunds,SD-500,46045
SD,South Dakota,"Fall River County, South Dakota",Fall River,SD-500,46047
SD,South Dakota,"Faulk County, South Dakota",Faulk,SD-500,46049
SD,South Dakota,"Grant County, South Dakota",Grant,SD-500,46051
SD,South Dakota,"Gregory County, South Dakota",Gregory,SD-500,46053
SD,South Dakota,"Haakon County, South Dakota",Haakon,SD-500,46055
SD,South Dakota,"Hamlin County, South Dakota",Hamlin,SD-500,46057
SD,South Dakota,"Hand County, South Dakota",Hand,SD-500,46059
SD,South Dakota,"Hanson County, South Dakota",Hanson,SD-500,46061
SD,South Dakota,"Harding County, South Dakota",Harding,SD-500,46063
SD,South Dakota,"Hughes County, South Dakota",Hughes,SD-500,46065
SD,South Dakota,"Hutchinson County, South Dakota",Hutchinson,SD-500,46067
SD,South Dakota,"Hyde County, South Dakota",Hyde,SD-500,46069
SD,South Dakota,"Jackson County, South Dakota",Jackson,SD-500,46071
SD,South Dakota,"Jerauld County, South Dakota",Jerauld,SD-500,46073
SD,South Dakota,"Jones County, South Dakota",Jones,SD-500,46075
SD,South Dakota,"Kingsbury County, South Dakota",Kingsbury,SD-500,46077
SD,South Dakota,"Lake County, South Dakota",Lake,SD-500,46079
SD,South Dakota,"Lawrence County, South Dakota",Lawrence,SD-500,46081
SD,South Dakota,"Lincoln County, South Dakota",Lincoln,SD-500,46083
SD,South Dakota,"Lyman County, South Dakota",Lyman,SD-500,46085
SD,South Dakota,"Marshall County, South Dakota",Marshall,SD-500,46091
SD,South Dakota,"McCook County, South Dakota",McCook,SD-500,46087
SD,South Dakota,"McPherson County, South Dakota",McPherson,SD-500,46089
SD,South Dakota,"Meade County, South Dakota",Meade,SD-500,46093
SD,South Dakota,"Mellette County, South Dakota",Mellette,SD-500,46095
SD,South Dakota,"Miner County, South Dakota",Miner,SD-500,46097
SD,South Dakota,"Minnehaha County, South Dakota",Minnehaha,SD-500,46099
SD,South Dakota,"Moody County, South Dakota",Moody,SD-500,46101
SD,South Dakota,"Oglala Lakota County, South Dakota",Oglala Lakota,SD-500,
SD,South Dakota,"Pennington County, South Dakota",Pennington,SD-500,46103
SD,South Dakota,"Perkins County, South Dakota",Perkins,SD-500,46105
SD,South Dakota,"Potter County, South Dakota",Potter,SD-500,46107
SD,South Dakota,"Roberts County, South Dakota",Roberts,SD-500,46109
SD,South Dakota,"Sanborn County, South Dakota",Sanborn,SD-500,46111
SD,South Dakota,"Spink County, South Dakota",Spink,SD-500,46115
SD,South Dakota,"Stanley County, South Dakota",Stanley,SD-500,46117
SD,South Dakota,"Sully County, South Dakota",Sully,SD-500,46119
SD,South Dakota,"Todd County, South Dakota",Todd,SD-500,46121
SD,South Dakota,"Tripp County, South Dakota",Tripp,SD-500,46123
SD,South Dakota,"Turner County, South Dakota",Turner,SD-500,46125
SD,South Dakota,"Union County, South Dakota",Union,SD-500,46127
SD,South Dakota,"Walworth County, South Dakota",Walworth,SD-500,46129
SD,South Dakota,"Yankton County, South Dakota",Yankton,SD-500,46135
SD,South Dakota,"Ziebach County, South Dakota",Ziebach,SD-500,46137
TN,Tennessee,"Anderson County, Tennessee",Anderson,TN-512,47001
TN,Tennessee,"Bedford County, Tennessee",Bedford,TN-503,47003
TN,Tennessee,"Benton County, Tennessee",Benton,TN-507,47005
TN,Tennessee,"Bledsoe County, Tennessee",Bledsoe,TN-500,47007
TN,Tennessee,"Blount County, Tennessee",Blount,TN-512,47009
TN,Tennessee,"Bradley County, Tennessee",Bradley,TN-500,47011
TN,Tennessee,"Campbell County, Tennessee",Campbell,TN-512,47013
TN,Tennessee,"Cannon County, Tennessee",Cannon,TN-506,47015
TN,Tennessee,"Carroll County, Tennessee",Carroll,TN-507,47017
TN,Tennessee,"Carter County, Tennessee",Carter,TN-509,47019
TN,Tennessee,"Cheatham County, Tennessee",Cheatham,TN-503,47021
TN,Tennessee,"Chester County, Tennessee",Chester,TN-507,47023
TN,Tennessee,"Claiborne County, Tennessee",Claiborne,TN-512,47025
TN,Tennessee,"Clay County, Tennessee",Clay,TN-506,47027
TN,Tennessee,"Cocke County, Tennessee",Cocke,TN-512,47029
TN,Tennessee,"Coffee County, Tennessee",Coffee,TN-503,47031
TN,Tennessee,"Crockett County, Tennessee",Crockett,TN-507,47033
TN,Tennessee,"Cumberland County, Tennessee",Cumberland,TN-506,47035
TN,Tennessee,"Davidson County, Tennessee",Davidson,TN-504,47037
TN,Tennessee,"Decatur County, Tennessee",Decatur,TN-507,47039
TN,Tennessee,"DeKalb County, Tennessee",DeKalb,TN-506,47041
TN,Tennessee,"Dickson County, Tennessee",Dickson,TN-503,47043
TN,Tennessee,"Dyer County, Tennessee",Dyer,TN-507,47045
TN,Tennessee,"Fayette County, Tennessee",Fayette,TN-507,47047
TN,Tennessee,"Fentress County, Tennessee",Fentress,TN-506,47049
TN,Tennessee,"Franklin County, Tennessee",Franklin,TN-500,47051
TN,Tennessee,"Gibson County, Tennessee",Gibson,TN-507,47053
TN,Tennessee,"Giles County, Tennessee",Giles,TN-503,47055
TN,Tennessee,"Grainger County, Tennessee",Grainger,TN-512,47057
TN,Tennessee,"Greene County, Tennessee",Greene,TN-509,47059
TN,Tennessee,"Grundy County, Tennessee",Grundy,TN-500,47061
TN,Tennessee,"Hamblen County, Tennessee",Hamblen,TN-512,47063
TN,Tennessee,"Hamilton County, Tennessee",Hamilton,TN-500,47065
TN,Tennessee,"Hancock County, Tennessee",Hancock,TN-509,47067
TN,Tennessee,"Hardeman County, Tennessee",Hardeman,TN-507,47069
TN,Tennessee,"Hardin County, Tennessee",Hardin,TN-507,47071
TN,Tennessee,"Hawkins County, Tennessee",Hawkins,TN-509,47073
TN,Tennessee,"Haywood County, Tennessee",Haywood,TN-507,47075
TN,Tennessee,"Henderson County, Tennessee",Henderson,TN-507,47077
TN,Tennessee,"Henry County, Tennessee",Henry,TN-507,47079
TN,Tennessee,"Hickman County, Tennessee",Hickman,TN-503,47081
TN,Tennessee,"Houston County, Tennessee",Houston,TN-507,47083
TN,Tennessee,"Humphreys County, Tennessee",Humphreys,TN-507,47085
TN,Tennessee,"Jackson County, Tennessee",Jackson,TN-506,47087
TN,Tennessee,"Jefferson County, Tennessee",Jefferson,TN-512,47089
TN,Tennessee,"Johnson County, Tennessee",Johnson,TN-509,47091
TN,Tennessee,"Knox County, Tennessee",Knox,TN-502,47093
TN,Tennessee,"Lake County, Tennessee",Lake,TN-507,47095
TN,Tennessee,"Lauderdale County, Tennessee",Lauderdale,TN-507,47097
TN,Tennessee,"Lawrence County, Tennessee",Lawrence,TN-503,47099
TN,Tennessee,"Lewis County, Tennessee",Lewis,TN-503,47101
TN,Tennessee,"Lincoln County, Tennessee",Lincoln,TN-503,47103
TN,Tennessee,"Loudon County, Tennessee",Loudon,TN-512,47105
TN,Tennessee,"Macon County, Tennessee",Macon,TN-506,47111
TN,Tennessee,"Madison County, Tennessee",Madison,TN-507,47113
TN,Tennessee,"Marion County, Tennessee",Marion,TN-500,47115
TN,Tennessee,"Marshall County, Tennessee",Marshall,TN-503,47117
TN,Tennessee,"Maury County, Tennessee",Maury,TN-503,47119
TN,Tennessee,"McMinn County, Tennessee",McMinn,TN-500,47107
TN,Tennessee,"McNairy County, Tennessee",McNairy,TN-507,47109
TN,Tennessee,"Meigs County, Tennessee",Meigs,TN-500,47121
TN,Tennessee,"Monroe County, Tennessee",Monroe,TN-512,47123
TN,Tennessee,"Montgomery County, Tennessee",Montgomery,TN-503,47125
TN,Tennessee,"Moore County, Tennessee",Moore,TN-503,47127
TN,Tennessee,"Morgan County, Tennessee",Morgan,TN-506,47129
TN,Tennessee,"Obion County, Tennessee",Obion,TN-507,47131
TN,Tennessee,"Overton County, Tennessee",Overton,TN-506,47133
TN,Tennessee,"Perry County, Tennessee",Perry,TN-503,47135
TN,Tennessee,"Pickett County, Tennessee",Pickett,TN-506,47137
TN,Tennessee,"Polk County, Tennessee",Polk,TN-500,47139
TN,Tennessee,"Putnam County, Tennessee",Putnam,TN-506,47141
TN,Tennessee,"Rhea County, Tennessee",Rhea,TN-500,47143
TN,Tennessee,"Roane County, Tennessee",Roane,TN-506,47145
TN,Tennessee,"Robertson County, Tennessee",Robertson,TN-503,47147
TN,Tennessee,"Rutherford County, Tennessee",Rutherford,TN-510,47149
TN,Tennessee,"Scott County, Tennessee",Scott,TN-506,47151
TN,Tennessee,"Sequatchie County, Tennessee",Sequatchie,TN-500,47153
TN,Tennessee,"Sevier County, Tennessee",Sevier,TN-512,47155
TN,Tennessee,"Shelby County, Tennessee",Shelby,TN-501,47157
TN,Tennessee,"Smith County, Tennessee",Smith,TN-506,47159
TN,Tennessee,"Stewart County, Tennessee",Stewart,TN-507,47161
TN,Tennessee,"Sullivan County, Tennessee",Sullivan,TN-509,47163
TN,Tennessee,"Sumner County, Tennessee",Sumner,TN-503,47165
TN,Tennessee,"Tipton County, Tennessee",Tipton,TN-507,47167
TN,Tennessee,"Trousdale County, Tennessee",Trousdale,TN-503,47169
TN,Tennessee,"Unicoi County, Tennessee",Unicoi,TN-509,47171
TN,Tennessee,"Union County, Tennessee",Union,TN-512,47173
TN,Tennessee,"Van Buren County, Tennessee",Van Buren,TN-506,47175
TN,Tennessee,"Warren County, Tennessee",Warren,TN-506,47177
TN,Tennessee,"Washington County, Tennessee",Washington,TN-509,47179
TN,Tennessee,"Wayne County, Tennessee",Wayne,TN-503,47181
TN,Tennessee,"Weakley County, Tennessee",Weakley,TN-507,47183
TN,Tennessee,"White County, Tennessee",White,TN-506,47185
TN,Tennessee,"Williamson County, Tennessee",Williamson,TN-503,47187
TN,Tennessee,"Wilson County, Tennessee",Wilson,TN-506,47189
TX,Texas,"Anderson County, Texas",Anderson,TX-607,48001
TX,Texas,"Andrews County, Texas",Andrews,TX-607,48003
TX,Texas,"Angelina County, Texas",Angelina,TX-607,48005
TX,Texas,"Aransas County, Texas",Aransas,TX-607,48007
TX,Texas,"Archer County, Texas",Archer,TX-624,48009
TX,Texas,"Armstrong County, Texas",Armstrong,TX-607,48011
TX,Texas,"Atascosa County, Texas",Atascosa,TX-607,48013
TX,Texas,"Austin County, Texas",Austin,TX-607,48015
TX,Texas,"Bailey County, Texas",Bailey,TX-607,48017
TX,Texas,"Bandera County, Texas",Bandera,TX-607,48019
TX,Texas,"Bastrop County, Texas",Bastrop,TX-607,48021
TX,Texas,"Baylor County, Texas",Baylor,TX-624,48023
TX,Texas,"Bee County, Texas",Bee,TX-607,48025
TX,Texas,"Bell County, Texas",Bell,TX-607,48027
TX,Texas,"Bexar County, Texas",Bexar,TX-500,48029
TX,Texas,"Blanco County, Texas",Blanco,TX-607,48031
TX,Texas,"Borden County, Texas",Borden,TX-607,48033
TX,Texas,"Bosque County, Texas",Bosque,TX-604,48035
TX,Texas,"Bowie County, Texas",Bowie,TX-607,48037
TX,Texas,"Brazoria County, Texas",Brazoria,TX-607,48039
TX,Texas,"Brazos County, Texas",Brazos,TX-701,48041
TX,Texas,"Brewster County, Texas",Brewster,TX-607,48043
TX,Texas,"Briscoe County, Texas",Briscoe,TX-607,48045
TX,Texas,"Brooks County, Texas",Brooks,TX-607,48047
TX,Texas,"Brown County, Texas",Brown,TX-607,48049
TX,Texas,"Burleson County, Texas",Burleson,TX-701,48051
TX,Texas,"Burnet County, Texas",Burnet,TX-607,48053
TX,Texas,"Caldwell County, Texas",Caldwell,TX-607,48055
TX,Texas,"Calhoun County, Texas",Calhoun,TX-607,48057
TX,Texas,"Callahan County, Texas",Callahan,TX-607,48059
TX,Texas,"Cameron County, Texas",Cameron,TX-607,48061
TX,Texas,"Camp County, Texas",Camp,TX-607,48063
TX,Texas,"Carson County, Texas",Carson,TX-607,48065
TX,Texas,"Cass County, Texas",Cass,TX-607,48067
TX,Texas,"Castro County, Texas",Castro,TX-607,48069
TX,Texas,"Chambers County, Texas",Chambers,TX-607,48071
TX,Texas,"Cherokee County, Texas",Cherokee,TX-607,48073
TX,Texas,"Childress County, Texas",Childress,TX-624,48075
TX,Texas,"Clay County, Texas",Clay,TX-624,48077
TX,Texas,"Cochran County, Texas",Cochran,TX-607,48079
TX,Texas,"Coke County, Texas",Coke,TX-607,48081
TX,Texas,"Coleman County, Texas",Coleman,TX-607,48083
TX,Texas,"Collin County, Texas",Collin,TX-600,48085
TX,Texas,"Collingsworth County, Texas",Collingsworth,TX-607,48087
TX,Texas,"Colorado County, Texas",Colorado,TX-607,48089
TX,Texas,"Comal County, Texas",Comal,TX-607,48091
TX,Texas,"Comanche County, Texas",Comanche,TX-607,48093
TX,Texas,"Concho County, Texas",Concho,TX-607,48095
TX,Texas,"Cooke County, Texas",Cooke,TX-607,48097
TX,Texas,"Coryell County, Texas",Coryell,TX-607,48099
TX,Texas,"Cottle County, Texas",Cottle,TX-624,48101
TX,Texas,"Crane County, Texas",Crane,TX-607,48103
TX,Texas,"Crockett County, Texas",Crockett,TX-607,48105
TX,Texas,"Crosby County, Texas",Crosby,TX-607,48107
TX,Texas,"Culberson County, Texas",Culberson,TX-607,48109
TX,Texas,"Dallam County, Texas",Dallam,TX-607,48111
TX,Texas,"Dallas County, Texas",Dallas,TX-600,48113
TX,Texas,"Dawson County, Texas",Dawson,TX-607,48115
TX,Texas,"Deaf Smith County, Texas",Deaf Smith,TX-607,48117
TX,Texas,"Delta County, Texas",Delta,TX-607,48119
TX,Texas,"Denton County, Texas",Denton,TX-607,48121
TX,Texas,"DeWitt County, Texas",DeWitt,TX-607,48123
TX,Texas,"Dickens County, Texas",Dickens,TX-607,48125
TX,Texas,"Dimmit County, Texas",Dimmit,TX-607,48127
TX,Texas,"Donley County, Texas",Donley,TX-607,48129
TX,Texas,"Duval County, Texas",Duval,TX-607,48131
TX,Texas,"Eastland County, Texas",Eastland,TX-607,48133
TX,Texas,"Ector County, Texas",Ector,TX-607,48135
TX,Texas,"Edwards County, Texas",Edwards,TX-607,48137
TX,Texas,"El Paso County, Texas",El Paso,TX-603,48141
TX,Texas,"Ellis County, Texas",Ellis,TX-607,48139
TX,Texas,"Erath County, Texas",Erath,TX-607,48143
TX,Texas,"Falls County, Texas",Falls,TX-604,48145
TX,Texas,"Fannin County, Texas",Fannin,TX-607,48147
TX,Texas,"Fayette County, Texas",Fayette,TX-607,48149
TX,Texas,"Fisher County, Texas",Fisher,TX-607,48151
TX,Texas,"Floyd County, Texas",Floyd,TX-607,48153
TX,Texas,"Foard County, Texas",Foard,TX-624,48155
TX,Texas,"Fort Bend County, Texas",Fort Bend,TX-700,48157
TX,Texas,"Franklin County, Texas",Franklin,TX-607,48159
TX,Texas,"Freestone County, Texas",Freestone,TX-604,48161
TX,Texas,"Frio County, Texas",Frio,TX-607,48163
TX,Texas,"Gaines County, Texas",Gaines,TX-607,48165
TX,Texas,"Galveston County, Texas",Galveston,TX-607,48167
TX,Texas,"Garza County, Texas",Garza,TX-607,48169
TX,Texas,"Gillespie County, Texas",Gillespie,TX-607,48171
TX,Texas,"Glasscock County, Texas",Glasscock,TX-607,48173
TX,Texas,"Goliad County, Texas",Goliad,TX-607,48175
TX,Texas,"Gonzales County, Texas",Gonzales,TX-607,48177
TX,Texas,"Gray County, Texas",Gray,TX-607,48179
TX,Texas,"Grayson County, Texas",Grayson,TX-607,48181
TX,Texas,"Gregg County, Texas",Gregg,TX-607,48183
TX,Texas,"Grimes County, Texas",Grimes,TX-701,48185
TX,Texas,"Guadalupe County, Texas",Guadalupe,TX-607,48187
TX,Texas,"Hale County, Texas",Hale,TX-607,48189
TX,Texas,"Hall County, Texas",Hall,TX-607,48191
TX,Texas,"Hamilton County, Texas",Hamilton,TX-607,48193
TX,Texas,"Hansford County, Texas",Hansford,TX-607,48195
TX,Texas,"Hardeman County, Texas",Hardeman,TX-624,48197
TX,Texas,"Hardin County, Texas",Hardin,TX-607,48199
TX,Texas,"Harris County, Texas",Harris,TX-700,48201
TX,Texas,"Harrison County, Texas",Harrison,TX-607,48203
TX,Texas,"Hartley County, Texas",Hartley,TX-607,48205
TX,Texas,"Haskell County, Texas",Haskell,TX-607,48207
TX,Texas,"Hays County, Texas",Hays,TX-607,48209
TX,Texas,"Hemphill County, Texas",Hemphill,TX-607,48211
TX,Texas,"Henderson County, Texas",Henderson,TX-607,48213
TX,Texas,"Hidalgo County, Texas",Hidalgo,TX-607,48215
TX,Texas,"Hill County, Texas",Hill,TX-604,48217
TX,Texas,"Hockley County, Texas",Hockley,TX-607,48219
TX,Texas,"Hood County, Texas",Hood,TX-607,48221
TX,Texas,"Hopkins County, Texas",Hopkins,TX-607,48223
TX,Texas,"Houston County, Texas",Houston,TX-607,48225
TX,Texas,"Howard County, Texas",Howard,TX-607,48227
TX,Texas,"Hudspeth County, Texas",Hudspeth,TX-607,48229
TX,Texas,"Hunt County, Texas",Hunt,TX-607,48231
TX,Texas,"Hutchinson County, Texas",Hutchinson,TX-607,48233
TX,Texas,"Irion County, Texas",Irion,TX-607,48235
TX,Texas,"Jack County, Texas",Jack,TX-624,48237
TX,Texas,"Jackson County, Texas",Jackson,TX-607,48239
TX,Texas,"Jasper County, Texas",Jasper,TX-607,48241
TX,Texas,"Jeff Davis County, Texas",Jeff Davis,TX-607,48243
TX,Texas,"Jefferson County, Texas",Jefferson,TX-607,48245
TX,Texas,"Jim Hogg County, Texas",Jim Hogg,TX-607,48247
TX,Texas,"Jim Wells County, Texas",Jim Wells,TX-607,48249
TX,Texas,"Johnson County, Texas",Johnson,TX-607,48251
TX,Texas,"Jones County, Texas",Jones,TX-607,48253
TX,Texas,"Karnes County, Texas",Karnes,TX-607,48255
TX,Texas,"Kaufman County, Texas",Kaufman,TX-607,48257
TX,Texas,"Kendall County, Texas",Kendall,TX-607,48259
TX,Texas,"Kenedy County, Texas",Kenedy,TX-607,48261
TX,Texas,"Kent County, Texas",Kent,TX-607,48263
TX,Texas,"Kerr County, Texas",Kerr,TX-607,48265
TX,Texas,"Kimble County, Texas",Kimble,TX-607,48267
TX,Texas,"King County, Texas",King,TX-607,48269
TX,Texas,"Kinney County, Texas",Kinney,TX-607,48271
TX,Texas,"Kleberg County, Texas",Kleberg,TX-607,48273
TX,Texas,"Knox County, Texas",Knox,TX-607,48275
TX,Texas,"La Salle County, Texas",La Salle,TX-607,48283
TX,Texas,"Lamar County, Texas",Lamar,TX-607,48277
TX,Texas,"Lamb County, Texas",Lamb,TX-607,48279
TX,Texas,"Lampasas County, Texas",Lampasas,TX-607,48281
TX,Texas,"Lavaca County, Texas",Lavaca,TX-607,48285
TX,Texas,"Lee County, Texas",Lee,TX-607,48287
TX,Texas,"Leon County, Texas",Leon,TX-701,48289
TX,Texas,"Liberty County, Texas",Liberty,TX-607,48291
TX,Texas,"Limestone County, Texas",Limestone,TX-604,48293
TX,Texas,"Lipscomb County, Texas",Lipscomb,TX-607,48295
TX,Texas,"Live Oak County, Texas",Live Oak,TX-607,48297
TX,Texas,"Llano County, Texas",Llano,TX-607,48299
TX,Texas,"Loving County, Texas",Loving,TX-607,48301
TX,Texas,"Lubbock County, Texas",Lubbock,TX-607,48303
TX,Texas,"Lynn County, Texas",Lynn,TX-607,48305
TX,Texas,"Madison County, Texas",Madison,TX-701,48313
TX,Texas,"Marion County, Texas",Marion,TX-607,48315
TX,Texas,"Martin County, Texas",Martin,TX-607,48317
TX,Texas,"Mason County, Texas",Mason,TX-607,48319
TX,Texas,"Matagorda County, Texas",Matagorda,TX-607,48321
TX,Texas,"Maverick County, Texas",Maverick,TX-607,48323
TX,Texas,"McCulloch County, Texas",McCulloch,TX-607,48307
TX,Texas,"McLennan County, Texas",McLennan,TX-604,48309
TX,Texas,"McMullen County, Texas",McMullen,TX-607,48311
TX,Texas,"Medina County, Texas",Medina,TX-607,48325
TX,Texas,"Menard County, Texas",Menard,TX-607,48327
TX,Texas,"Midland County, Texas",Midland,TX-607,48329
TX,Texas,"Milam County, Texas",Milam,TX-701,48331
TX,Texas,"Mills County, Texas",Mills,TX-607,48333
TX,Texas,"Mitchell County, Texas",Mitchell,TX-607,48335
TX,Texas,"Montague County, Texas",Montague,TX-624,48337
TX,Texas,"Montgomery County, Texas",Montgomery,TX-700,48339
TX,Texas,"Moore County, Texas",Moore,TX-607,48341
TX,Texas,"Morris County, Texas",Morris,TX-607,48343
TX,Texas,"Motley County, Texas",Motley,TX-607,48345
TX,Texas,"Nacogdoches County, Texas",Nacogdoches,TX-607,48347
TX,Texas,"Navarro County, Texas",Navarro,TX-607,48349
TX,Texas,"Newton County, Texas",Newton,TX-607,48351
TX,Texas,"Nolan County, Texas",Nolan,TX-607,48353
TX,Texas,"Nueces County, Texas",Nueces,TX-607,48355
TX,Texas,"Ochiltree County, Texas",Ochiltree,TX-607,48357
TX,Texas,"Oldham County, Texas",Oldham,TX-607,48359
TX,Texas,"Orange County, Texas",Orange,TX-607,48361
TX,Texas,"Palo Pinto County, Texas",Palo Pinto,TX-624,48363
TX,Texas,"Panola County, Texas",Panola,TX-607,48365
TX,Texas,"Parker County, Texas",Parker,TX-601,48367
TX,Texas,"Parmer County, Texas",Parmer,TX-607,48369
TX,Texas,"Pecos County, Texas",Pecos,TX-607,48371
TX,Texas,"Polk County, Texas",Polk,TX-607,48373
TX,Texas,"Potter County, Texas",Potter,TX-607,48375
TX,Texas,"Potter County, Texas",Potter,TX-611,48375
TX,Texas,"Presidio County, Texas",Presidio,TX-607,48377
TX,Texas,"Rains County, Texas",Rains,TX-607,48379
TX,Texas,"Randall County, Texas",Randall,TX-607,48381
TX,Texas,"Randall County, Texas",Randall,TX-611,48381
TX,Texas,"Reagan County, Texas",Reagan,TX-607,48383
TX,Texas,"Real County, Texas",Real,TX-607,48385
TX,Texas,"Red River County, Texas",Red River,TX-607,48387
TX,Texas,"Reeves County, Texas",Reeves,TX-607,48389
TX,Texas,"Refugio County, Texas",Refugio,TX-607,48391
TX,Texas,"Roberts County, Texas",Roberts,TX-607,48393
TX,Texas,"Robertson County, Texas",Robertson,TX-701,48395
TX,Texas,"Rockwall County, Texas",Rockwall,TX-607,48397
TX,Texas,"Runnels County, Texas",Runnels,TX-607,48399
TX,Texas,"Rusk County, Texas",Rusk,TX-607,48401
TX,Texas,"Sabine County, Texas",Sabine,TX-607,48403
TX,Texas,"San Augustine County, Texas",San Augustine,TX-607,48405
TX,Texas,"San Jacinto County, Texas",San Jacinto,TX-607,48407
TX,Texas,"San Patricio County, Texas",San Patricio,TX-607,48409
TX,Texas,"San Saba County, Texas",San Saba,TX-607,48411
TX,Texas,"Schleicher County, Texas",Schleicher,TX-607,48413
TX,Texas,"Scurry County, Texas",Scurry,TX-607,48415
TX,Texas,"Shackelford County, Texas",Shackelford,TX-607,48417
TX,Texas,"Shelby County, Texas",Shelby,TX-607,48419
TX,Texas,"Sherman County, Texas",Sherman,TX-607,48421
TX,Texas,"Smith County, Texas",Smith,TX-607,48423
TX,Texas,"Somervell County, Texas",Somervell,TX-607,48425
TX,Texas,"Starr County, Texas",Starr,TX-607,48427
TX,Texas,"Stephens County, Texas",Stephens,TX-624,48429
TX,Texas,"Sterling County, Texas",Sterling,TX-607,48431
TX,Texas,"Stonewall County, Texas",Stonewall,TX-607,48433
TX,Texas,"Sutton County, Texas",Sutton,TX-607,48435
TX,Texas,"Swisher County, Texas",Swisher,TX-607,48437
TX,Texas,"Tarrant County, Texas",Tarrant,TX-601,48439
TX,Texas,"Taylor County, Texas",Taylor,TX-607,48441
TX,Texas,"Terrell County, Texas",Terrell,TX-607,48443
TX,Texas,"Terry County, Texas",Terry,TX-607,48445
TX,Texas,"Throckmorton County, Texas",Throckmorton,TX-624,48447
TX,Texas,"Titus County, Texas",Titus,TX-607,48449
TX,Texas,"Tom Green County, Texas",Tom Green,TX-607,48451
TX,Texas,"Travis County, Texas",Travis,TX-503,48453
TX,Texas,"Trinity County, Texas",Trinity,TX-607,48455
TX,Texas,"Tyler County, Texas",Tyler,TX-607,48457
TX,Texas,"Upshur County, Texas",Upshur,TX-607,48459
TX,Texas,"Upton County, Texas",Upton,TX-607,48461
TX,Texas,"Uvalde County, Texas",Uvalde,TX-607,48463
TX,Texas,"Val Verde County, Texas",Val Verde,TX-607,48465
TX,Texas,"Van Zandt County, Texas",Van Zandt,TX-607,48467
TX,Texas,"Victoria County, Texas",Victoria,TX-607,48469
TX,Texas,"Walker County, Texas",Walker,TX-607,48471
TX,Texas,"Waller County, Texas",Waller,TX-607,48473
TX,Texas,"Ward County, Texas",Ward,TX-607,48475
TX,Texas,"Washington County, Texas",Washington,TX-607,48477
TX,Texas,"Webb County, Texas",Webb,TX-607,48479
TX,Texas,"Wharton County, Texas",Wharton,TX-607,48481
TX,Texas,"Wheeler County, Texas",Wheeler,TX-607,48483
TX,Texas,"Wichita County, Texas",Wichita,TX-624,48485
TX,Texas,"Wilbarger County, Texas",Wilbarger,TX-624,48487
TX,Texas,"Willacy County, Texas",Willacy,TX-607,48489
TX,Texas,"Williamson County, Texas",Williamson,TX-607,48491
TX,Texas,"Wilson County, Texas",Wilson,TX-607,48493
TX,Texas,"Winkler County, Texas",Winkler,TX-607,48495
TX,Texas,"Wise County, Texas",Wise,TX-624,48497
TX,Texas,"Wood County, Texas",Wood,TX-607,48499
TX,Texas,"Yoakum County, Texas",Yoakum,TX-607,48501
TX,Texas,"Young County, Texas",Young,TX-624,48503
TX,Texas,"Zapata County, Texas",Zapata,TX-607,48505
TX,Texas,"Zavala County, Texas",Zavala,TX-607,48507
UT,Utah,"Beaver County, Utah",Beaver,UT-503,49001
UT,Utah,"Box Elder County, Utah",Box Elder,UT-503,49003
UT,Utah,"Cache County, Utah",Cache,UT-503,49005
UT,Utah,"Carbon County, Utah",Carbon,UT-503,49007
UT,Utah,"Daggett County, Utah",Daggett,UT-503,49009
UT,Utah,"Davis County, Utah",Davis,UT-503,49011
UT,Utah,"Duchesne County, Utah",Duchesne,UT-503,49013
UT,Utah,"Emery County, Utah",Emery,UT-503,49015
UT,Utah,"Garfield County, Utah",Garfield,UT-503,49017
UT,Utah,"Grand County, Utah",Grand,UT-503,49019
UT,Utah,"Iron County, Utah",Iron,UT-503,49021
UT,Utah,"Juab County, Utah",Juab,UT-503,49023
UT,Utah,"Kane County, Utah",Kane,UT-503,49025
UT,Utah,"Millard County, Utah",Millard,UT-503,49027
UT,Utah,"Morgan County, Utah",Morgan,UT-503,49029
UT,Utah,"Piute County, Utah",Piute,UT-503,49031
UT,Utah,"Rich County, Utah",Rich,UT-503,49033
UT,Utah,"Salt Lake County, Utah",Salt Lake,UT-500,49035
UT,Utah,"San Juan County, Utah",San Juan,UT-503,49037
UT,Utah,"Sanpete County, Utah",Sanpete,UT-503,49039
UT,Utah,"Sevier County, Utah",Sevier,UT-503,49041
UT,Utah,"Summit County, Utah",Summit,UT-504,49043
UT,Utah,"Tooele County, Utah",Tooele,UT-503,49045
UT,Utah,"Uintah County, Utah",Uintah,UT-503,49047
